replicate,group,ga,p
60,G1,12.0,0.8008026345865918
60,G1,12.1,0.8012428332512918
60,G1,12.2,0.8016825301252907
60,G1,12.3,0.8021216977905431
60,G1,12.4,0.8025603419719982
60,G1,12.5,0.8029984798528099
60,G1,12.6,0.8034360711166768
60,G1,12.7,0.803873159777576
60,G1,12.8,0.8043097098165919
60,G1,12.9,0.8047457393797108
60,G1,13.0,0.8051812550041992
60,G1,13.1,0.805616225679261
60,G1,13.2,0.8060506906876218
60,G1,13.3,0.8064846088869794
60,G1,13.4,0.8069180095101602
60,G1,13.5,0.8073508864703152
60,G1,13.6,0.8077832221369762
60,G1,13.7,0.8082150488511783
60,G1,13.8,0.808646320955849
60,G1,13.9,0.8090770793094764
60,G1,14.0,0.8095073028420798
60,G1,14.1,0.8099369888168846
60,G1,14.2,0.8103661612649429
60,G1,14.3,0.8107947756049368
60,G1,14.4,0.8112228765253142
60,G1,14.5,0.8116504331385542
60,G1,14.6,0.8120774561878642
60,G1,14.7,0.8125039590033456
60,G1,14.8,0.8129299036621549
60,G1,14.9,0.8133553339966855
60,G1,15.0,0.8137802107050093
60,G1,15.1,0.8142045569279749
60,G1,15.2,0.8146283749838336
60,G1,15.3,0.8150516378688355
60,G1,15.4,0.8154743836726254
60,G1,15.5,0.815896568232751
60,G1,15.6,0.8163182259144037
60,G1,15.7,0.8167393452514963
60,G1,15.8,0.8171599135800915
60,G1,15.9,0.8175799611845664
60,G1,16.0,0.8179994415254117
60,G1,16.1,0.8184183985543975
60,G1,16.2,0.8188368061071631
60,G1,16.3,0.8192546674231084
60,G1,16.4,0.819672002805065
60,G1,16.5,0.8200887689817921
60,G1,16.6,0.8205050118043594
60,G1,16.7,0.8209206966058668
60,G1,16.8,0.8213358390917803
60,G1,16.9,0.8217504486157927
60,G1,17.0,0.822164490805492
60,G1,17.1,0.8225780079863241
60,G1,17.2,0.8229909585353482
60,G1,17.3,0.8234033703683243
60,G1,17.4,0.8238152408375221
60,G1,17.5,0.8242265480358502
60,G1,17.6,0.8246373277648112
60,G1,17.7,0.8250475335232667
60,G1,17.8,0.8254572050887536
60,G1,17.9,0.8258663246672472
60,G1,18.0,0.8262748854088714
60,G1,18.1,0.8266829151356788
60,G1,18.2,0.8270903668920533
60,G1,18.3,0.827497286674572
60,G1,18.4,0.8279036446757789
60,G1,18.5,0.8283094491196469
60,G1,18.6,0.8287147165882918
60,G1,18.7,0.8291194058957403
60,G1,18.8,0.8295235634138138
60,G1,18.9,0.8299271502972388
60,G1,19.0,0.8303301877483832
60,G1,19.1,0.830732681180162
60,G1,19.2,0.8311345997551223
60,G1,19.3,0.8315359843806578
60,G1,19.4,0.8319367910758472
60,G1,19.5,0.8323370526571923
60,G1,19.6,0.8327367607510557
60,G1,19.7,0.8331358993009561
60,G1,19.8,0.8335345010441935
60,G1,19.9,0.8339325184431058
60,G1,20.0,0.8343299956807367
60,G1,20.1,0.8347269087463928
60,G1,20.2,0.8351232574684552
60,G1,20.3,0.8355190655850991
60,G1,20.4,0.8359142872444042
60,G1,20.5,0.8363089696153672
60,G1,20.6,0.8367030796134299
60,G1,20.7,0.8370966303646962
60,G1,20.8,0.8374896342693947
60,G1,20.9,0.8378820535003062
60,G1,21.0,0.8382739332355419
60,G1,21.1,0.8386652319587591
60,G1,21.2,0.8390559758547187
60,G1,21.3,0.8394461654575863
60,G1,21.4,0.8398357749838067
60,G1,21.5,0.840224843282679
60,G1,21.6,0.8406133237049425
60,G1,21.7,0.8410012543439322
60,G1,21.8,0.8413886209010676
60,G1,21.9,0.8417754127604579
60,G1,22.0,0.8421616605756723
60,G1,22.1,0.8425473161005839
60,G1,22.2,0.8429324258975369
60,G1,22.3,0.8433169617445608
60,G1,22.4,0.8437009289056367
60,G1,22.5,0.8440843472162597
60,G1,22.6,0.8444671729873116
60,G1,22.7,0.8448494539583797
60,G1,22.8,0.8452311529025476
60,G1,22.9,0.8456122884089731
60,G1,23.0,0.8459928687683466
60,G1,23.1,0.8463728600447061
60,G1,23.2,0.846752305327352
60,G1,23.3,0.8471311613628649
60,G1,23.4,0.8475094588943625
60,G1,23.5,0.8478871929948183
60,G1,23.6,0.8482643436984407
60,G1,23.7,0.8486409469346494
60,G1,23.8,0.8490169542981566
60,G1,23.9,0.8493924090156488
60,G1,24.0,0.8497672903142148
60,G1,24.1,0.8501415941161078
60,G1,24.2,0.8505153474530257
60,G1,24.3,0.8508885027486042
60,G1,24.4,0.8512611077646239
60,G1,24.5,0.8516331310369862
60,G1,24.6,0.8520045830509859
60,G1,24.7,0.852375479355355
60,G1,24.8,0.8527457790765949
60,G1,24.9,0.8531155296114706
60,G1,25.0,0.8534846902369713
60,G2,10.0,0.7299566629992807
60,G2,10.1,0.7304656838167993
60,G2,10.2,0.7309742879103934
60,G2,10.3,0.7314825130599357
60,G2,10.4,0.7319903385922498
60,G2,10.5,0.7324977602078699
60,G2,10.6,0.7330047970070775
60,G2,10.7,0.7335114084299849
60,G2,10.8,0.734017634160868
60,G2,10.9,0.7345234520157669
60,G2,11.0,0.7350288704136153
60,G2,11.1,0.735533897129841
60,G2,11.2,0.7360384887330055
60,G2,11.3,0.736542692798834
60,G2,11.4,0.7370464778370138
60,G2,11.5,0.7375498655129759
60,G2,11.6,0.738052850501069
60,G2,11.7,0.7385554028563039
60,G2,11.8,0.7390575621736695
60,G2,11.9,0.7395592887549524
60,G2,12.0,0.7400606198313832
60,G2,12.1,0.7405615360947093
60,G2,12.2,0.7410620254602444
60,G2,12.3,0.7415621146006549
60,G2,12.4,0.7420617615139621
60,G2,12.5,0.7425610084139703
60,G2,12.6,0.7430598313295788
60,G2,12.7,0.7435582320070465
60,G2,12.8,0.7440562265556679
60,G2,12.9,0.7445537699981
60,G2,13.0,0.7450509082395912
60,G2,13.1,0.7455476138401647
60,G2,13.2,0.7460439020799323
60,G2,13.3,0.7465397744992384
60,G2,13.4,0.7470351912447106
60,G2,13.5,0.7475302003327359
60,G2,13.6,0.7480247635255973
60,G2,13.7,0.7485189124102596
60,G2,13.8,0.7490126339983837
60,G2,13.9,0.749505905347124
60,G2,14.0,0.7499987619803767
60,G2,14.1,0.750491161104174
60,G2,14.2,0.750983145814907
60,G2,14.3,0.7514746920235419
60,G2,14.4,0.7519657936071102
60,G2,14.5,0.7524564745166054
60,G2,14.6,0.7529466893598937
60,G2,14.7,0.7534364835480628
60,G2,14.8,0.7539258309790413
60,G2,14.9,0.7544147397938007
60,G2,15.0,0.7549032211564997
60,G2,15.1,0.755391227856343
60,G2,15.2,0.7558788110087856
60,G2,15.3,0.756365937503438
60,G2,15.4,0.756852629354404
60,G2,15.5,0.7573388829757062
60,G2,15.6,0.7578246623707539
60,G2,15.7,0.7583100152771425
60,G2,15.8,0.7587948966157595
60,G2,15.9,0.7592793475275043
60,G2,16.0,0.7597633474632269
60,G2,16.1,0.7602468810506863
60,G2,16.2,0.7607299801421038
60,G2,16.3,0.7612125980872079
60,G2,16.4,0.7616947830755826
60,G2,16.5,0.7621765076982512
60,G2,16.6,0.7626577714863676
60,G2,16.7,0.7631385949035572
60,G2,16.8,0.763618929785735
60,G2,16.9,0.7640988257990765
60,G2,17.0,0.7645782528497609
60,G2,17.1,0.7650572263391401
60,G2,17.2,0.7655357511335548
60,G2,17.3,0.7660137800364346
60,G2,17.4,0.7664913693293415
60,G2,17.5,0.7669684772987941
60,G2,17.6,0.7674451359368325
60,G2,17.7,0.7679213342392474
60,G2,17.8,0.7683970429000924
60,G2,17.9,0.7688723057471865
60,G2,18.0,0.7693470740962568
60,G2,18.1,0.7698213961717469
60,G2,18.2,0.770295245472522
60,G2,18.3,0.770768612914
60,G2,18.4,0.7712415279165641
60,G2,18.5,0.7717139403569532
60,G2,18.6,0.7721859017226608
60,G2,18.7,0.7726573813632209
60,G2,18.8,0.773128386801837
60,G2,18.9,0.7735989333132925
60,G2,19.0,0.7740689694547018
60,G2,19.1,0.7745385507908384
60,G2,19.2,0.775007641605442
60,G2,19.3,0.775476264759202
60,G2,19.4,0.7759444179000516
60,G2,19.5,0.7764120601437787
60,G2,19.6,0.7768792456094125
60,G2,19.7,0.7773459261071548
60,G2,19.8,0.7778121444092935
60,G2,19.9,0.7782778804172834
60,G2,20.0,0.7787431139685007
60,G2,20.1,0.7792078834684468
60,G2,20.2,0.7796721376004013
60,G2,20.3,0.7801359295737895
60,G2,20.4,0.7805992288893803
60,G2,20.5,0.7810620334052725
60,G2,20.6,0.7815243673508946
60,G2,20.7,0.7819861796594701
60,G2,20.8,0.782447523633502
60,G2,20.9,0.7829083669022195
60,G2,21.0,0.7833687237144912
60,G2,21.1,0.7838286030249277
60,G2,21.2,0.7842879530145089
60,G2,21.3,0.7847468340579624
60,G2,21.4,0.7852052032793715
60,G2,21.5,0.7856630918350593
60,G2,21.6,0.7861204913597487
60,G2,21.7,0.7865773664580716
60,G2,21.8,0.7870337688894815
60,G2,21.9,0.7874896447850352
60,G2,22.0,0.7879450459316751
60,G2,22.1,0.7883999449821547
60,G2,22.2,0.7888543296667702
60,G2,22.3,0.7893082338179559
60,G2,22.4,0.7897616037355134
60,G2,22.5,0.7902144962335591
60,G2,22.6,0.7906668775989829
60,G2,22.7,0.7911187525482031
60,G2,22.8,0.7915701411627537
60,G2,22.9,0.7920209892021659
60,G2,23.0,0.792471355287842
60,G2,23.1,0.7929212016442209
60,G2,23.2,0.7933705508470439
60,G2,23.3,0.7938194038150848
60,G2,23.4,0.7942677131391745
60,G2,23.5,0.7947155399900285
60,G2,23.6,0.7951628336629251
60,G2,23.7,0.7956096368047931
60,G2,23.8,0.7960559318051295
60,G2,23.9,0.7965016921773191
60,G2,24.0,0.7969469634991717
60,G2,24.1,0.7973916901173385
60,G2,24.2,0.7978359296495943
60,G2,24.3,0.7982796490191488
60,G2,24.4,0.7987228433283959
60,G2,24.5,0.7991655426831635
60,G2,24.6,0.7996076908637059
60,G2,24.7,0.8000493468053202
60,G2,24.8,0.8004904746496918
60,G2,24.9,0.8009310872738147
60,G2,25.0,0.8013711980098268
61,G1,10.0,0.797824265032849
61,G1,10.1,0.7984165070340717
61,G1,10.2,0.799007823609123
61,G1,10.3,0.7995982134541978
61,G1,10.4,0.8001876890585269
61,G1,10.5,0.8007762481934576
61,G1,10.6,0.801363872187653
61,G1,10.7,0.8019505693918684
61,G1,10.8,0.8025363461868944
61,G1,10.9,0.803121197847213
61,G1,11.0,0.8037051049079469
61,G1,11.1,0.8042880860647744
61,G1,11.2,0.8048701410539553
61,G1,11.3,0.8054512599365689
61,G1,11.4,0.8060314295862308
61,G1,11.5,0.8066106702087613
61,G1,11.6,0.8071889792500686
61,G1,11.7,0.8077663425321931
61,G1,11.8,0.8083427550515978
61,G1,11.9,0.8089182325990785
61,G1,12.0,0.8094927729387303
61,G1,12.1,0.8100663589952899
61,G1,12.2,0.8106389936522165
61,G1,12.3,0.8112106871101658
61,G1,12.4,0.8117814368405819
61,G1,12.5,0.8123512229832595
61,G1,12.6,0.8129200596206437
61,G1,12.7,0.8134879497906498
61,G1,12.8,0.8140548867887184
61,G1,12.9,0.8146208539019204
61,G1,13.0,0.8151858708829468
61,G1,13.1,0.815749936769509
61,G1,13.2,0.8163130401037282
61,G1,13.3,0.8168751702062288
61,G1,13.4,0.8174363469185459
61,G1,13.5,0.8179965679637831
61,G1,13.6,0.8185558175969639
61,G1,13.7,0.8191140941405202
61,G1,13.8,0.8196714113991216
61,G1,13.9,0.8202277681772205
61,G1,14.0,0.820783145281512
61,G1,14.1,0.8213375503901008
61,G1,14.2,0.8218909914229677
61,G1,14.3,0.8224434649305086
61,G1,14.4,0.822994950305543
61,G1,14.5,0.823545466586078
61,G1,14.6,0.8240950144875617
61,G1,14.7,0.8246435850801537
61,G1,14.8,0.8251911639031168
61,G1,14.9,0.825737772543484
61,G1,15.0,0.8262834087362417
61,G1,15.1,0.8268280591834403
61,G1,15.2,0.82737171748447
61,G1,15.3,0.8279144011901525
61,G1,15.4,0.828456108746025
61,G1,15.5,0.828996823083204
61,G1,15.6,0.82953654604468
61,G1,15.7,0.830075289532947
61,G1,15.8,0.8306130519899522
61,G1,15.9,0.8311498134403428
61,G1,16.0,0.8316855866478433
61,G1,16.1,0.8322203767018445
61,G1,16.2,0.8327541779323985
61,G1,16.3,0.8332869724283228
61,G1,16.4,0.8338187804379974
61,G1,16.5,0.8343496021995345
61,G1,16.6,0.8348794265573567
61,G1,16.7,0.8354082421690808
61,G1,16.8,0.8359360697106547
61,G1,16.9,0.8364629081381555
61,G1,17.0,0.8369887413145508
61,G1,17.1,0.8375135673407139
61,G1,17.2,0.8380374011621587
61,G1,17.3,0.8385602422924134
61,G1,17.4,0.839082071726148
61,G1,17.5,0.8396028960984179
61,G1,17.6,0.8401227248648924
61,G1,17.7,0.8406415555813147
61,G1,17.8,0.8411593674436972
61,G1,17.9,0.8416761788439132
61,G1,18.0,0.8421919917224118
61,G1,18.1,0.8427067984248329
61,G1,18.2,0.8432205834923503
61,G1,18.3,0.8437333688687964
61,G1,18.4,0.8442451533787292
61,G1,18.5,0.8447559243222277
61,G1,18.6,0.8452656741880908
61,G1,18.7,0.8457744219878524
61,G1,18.8,0.8462821667828248
61,G1,18.9,0.8467888916137342
61,G1,19.0,0.8472945977263358
61,G1,19.1,0.8477992982055642
61,G1,19.2,0.8483029926010529
61,G1,19.3,0.8488056608986085
61,G1,19.4,0.8493073144771088
61,G1,19.5,0.8498079603246949
61,G1,19.6,0.8503075941641066
61,G1,19.7,0.8508061967246716
61,G1,19.8,0.8513037887747327
61,G1,19.9,0.8518003713886957
61,G1,20.0,0.8522959342092746
61,G1,20.1,0.8527904652566948
61,G1,20.2,0.8532839859529899
61,G1,20.3,0.85377649600414
61,G1,20.4,0.8542679794749412
61,G1,20.5,0.8547584341398377
61,G1,20.6,0.8552478759711359
61,G1,20.7,0.8557363049682389
61,G1,20.8,0.8562237026682715
61,G1,20.9,0.8567100746099299
61,G1,21.0,0.857195431620345
61,G1,21.1,0.8576797722804324
61,G1,21.2,0.8581630760726946
61,G1,21.3,0.858645359996183
61,G1,21.4,0.8591266275522087
61,G1,21.5,0.8596068723170325
61,G1,21.6,0.8600860782808435
61,G1,21.7,0.8605642669839338
61,G1,21.8,0.8610414387423493
61,G1,21.9,0.8615175814666987
61,G1,22.0,0.8619926865494612
61,G1,22.1,0.8624667742738062
61,G1,22.2,0.8629398443685266
61,G1,22.3,0.8634118800692059
61,G1,22.4,0.8638828821494886
61,G1,22.5,0.8643528646890282
61,G1,22.6,0.8648218281694304
61,G1,22.7,0.8652897527832161
61,G1,22.8,0.8657566486325996
61,G1,22.9,0.8662225241731715
61,G1,23.0,0.8666873767719533
61,G1,23.1,0.8671511859104627
61,G1,23.2,0.8676139727293493
61,G1,23.3,0.868075738968016
61,G1,23.4,0.8685364754609451
61,G1,23.5,0.8689961694859014
61,G1,23.6,0.8694548430952788
61,G1,23.7,0.8699124962000394
61,G1,23.8,0.8703691142135908
61,G1,23.9,0.8708246936508013
61,G1,24.0,0.8712792517818879
61,G1,24.1,0.8717327890870656
61,G1,24.2,0.8721852877722902
61,G1,24.3,0.8726367522942172
61,G1,24.4,0.8730871944722846
61,G1,24.5,0.8735366141684178
61,G1,24.6,0.8739849911977913
61,G1,24.7,0.8744323409377496
61,G1,24.8,0.8748786686062864
61,G1,24.9,0.8753239690193577
61,G1,25.0,0.875768225470932
61,G2,10.0,0.6921194462467267
61,G2,10.1,0.6928309437905509
61,G2,10.2,0.693541850088301
61,G2,10.3,0.6942522243516784
61,G2,10.4,0.6949620356741917
61,G2,10.5,0.6956712832490743
61,G2,10.6,0.6963799323370998
61,G2,10.7,0.6970880430607267
61,G2,10.8,0.6977955768517303
61,G2,10.9,0.6985025293343258
61,G2,11.0,0.6992088818288446
61,G2,11.1,0.6999146797248552
61,G2,11.2,0.7006198961088195
61,G2,11.3,0.7013245038738151
61,G2,11.4,0.7020285193792934
61,G2,11.5,0.7027319603910732
61,G2,11.6,0.7034348128811398
61,G2,11.7,0.7041370310039111
61,G2,11.8,0.7048386701999357
61,G2,11.9,0.7055397112715828
61,G2,12.0,0.7062401485287567
61,G2,12.1,0.7069399424556468
61,G2,12.2,0.7076391580487352
61,G2,12.3,0.7083377558099139
61,G2,12.4,0.7090357350748383
61,G2,12.5,0.7097330658844498
61,G2,12.6,0.7104298086750997
61,G2,12.7,0.7111259233025108
61,G2,12.8,0.7118213992548453
61,G2,12.9,0.712516230010878
61,G2,13.0,0.713210453516694
61,G2,13.1,0.713904046190547
61,G2,13.2,0.7145969692378705
61,G2,13.3,0.7152892624838271
61,G2,13.4,0.7159809260375449
61,G2,13.5,0.7166719470581925
61,G2,13.6,0.7173622819580652
61,G2,13.7,0.7180519973054741
61,G2,13.8,0.7187410574233982
61,G2,13.9,0.7194294617150063
61,G2,14.0,0.7201171737897981
61,G2,14.1,0.7208042627309859
61,G2,14.2,0.7214906804022733
61,G2,14.3,0.7221764268595844
61,G2,14.4,0.7228614801519796
61,G2,14.5,0.7235458958454495
61,G2,14.6,0.7242296347380507
61,G2,14.7,0.7249126776742266
61,G2,14.8,0.7255950361878649
61,G2,14.9,0.7262767362580256
61,G2,15.0,0.7269577562852082
61,G2,15.1,0.7276380511096854
61,G2,15.2,0.7283176801089556
61,G2,15.3,0.7289966255797266
61,G2,15.4,0.7296748770582477
61,G2,15.5,0.7303523944860951
61,G2,15.6,0.7310292513101133
61,G2,15.7,0.7317054014182187
61,G2,15.8,0.7323808451590346
61,G2,15.9,0.733055550676196
61,G2,16.0,0.7337295884066115
61,G2,16.1,0.7344029070736185
61,G2,16.2,0.7350755025024847
61,G2,16.3,0.7357473637942804
61,G2,16.4,0.7364185384128613
61,G2,16.5,0.737088992027095
61,G2,16.6,0.737758692460893
61,G2,16.7,0.7384276761101246
61,G2,16.8,0.7390959497516028
61,G2,16.9,0.7397634945458424
61,G2,17.0,0.7404302662636414
61,G2,17.1,0.7410963371787458
61,G2,17.2,0.7417616707201906
61,G2,17.3,0.7424262631597208
61,G2,17.4,0.7430900778294058
61,G2,17.5,0.7437531915527683
61,G2,17.6,0.7444155492272928
61,G2,17.7,0.7450771531072851
61,G2,17.8,0.7457379786703714
61,G2,17.9,0.7463980914833793
61,G2,18.0,0.7470574408920221
61,G2,18.1,0.7477160154608816
61,G2,18.2,0.7483738208903588
61,G2,18.3,0.749030892799762
61,G2,18.4,0.7496872006830894
61,G2,18.5,0.7503427023175342
61,G2,18.6,0.7509974582096304
61,G2,18.7,0.751651454163204
61,G2,18.8,0.7523046743676182
61,G2,18.9,0.7529570789236489
61,G2,19.0,0.7536087481297764
61,G2,19.1,0.7542596309684018
61,G2,19.2,0.754909727681674
61,G2,19.3,0.7555590059610686
61,G2,19.4,0.756207544699885
61,G2,19.5,0.7568552823634325
61,G2,19.6,0.7575022207586868
61,G2,19.7,0.7581483449304028
61,G2,19.8,0.7587937123185741
61,G2,19.9,0.7594382768590455
61,G2,20.0,0.7600820147501146
61,G2,20.1,0.7607249562954681
61,G2,20.2,0.7613671174911621
61,G2,20.3,0.7620084717759181
61,G2,20.4,0.7626489763037289
61,G2,20.5,0.763288706343432
61,G2,20.6,0.7639276273207634
61,G2,20.7,0.7645657304748082
61,G2,20.8,0.7652029798098514
61,G2,20.9,0.7658394590177786
61,G2,21.0,0.7664751073147904
61,G2,21.1,0.767109928257491
61,G2,21.2,0.76774389510617
61,G2,21.3,0.7683770830823661
61,G2,21.4,0.7690094309641982
61,G2,21.5,0.7696409341832907
61,G2,21.6,0.7702715935165295
61,G2,21.7,0.7709014535411828
61,G2,21.8,0.7715304740607153
61,G2,21.9,0.7721586192228572
61,G2,22.0,0.7727859464653404
61,G2,22.1,0.773412447553288
61,G2,22.2,0.7740381005689516
61,G2,22.3,0.7746628668043266
61,G2,22.4,0.7752868313093829
61,G2,22.5,0.7759099403549968
61,G2,22.6,0.7765321934156456
61,G2,22.7,0.777153558185976
61,G2,22.8,0.7777741203954041
61,G2,22.9,0.7783938102939365
61,G2,23.0,0.7790126341959164
61,G2,23.1,0.7796305742719867
61,G2,23.2,0.780247697094292
61,G2,23.3,0.7808639449480144
61,G2,23.4,0.7814793034257572
61,G2,23.5,0.7820937957737419
61,G2,23.6,0.7827074477207301
61,G2,23.7,0.7833202244127904
61,G2,23.8,0.7839320855600216
61,G2,23.9,0.7845431076685163
61,G2,24.0,0.7851532601339005
61,G2,24.1,0.7857625278955014
61,G2,24.2,0.7863708764164886
61,G2,24.3,0.7869783952850979
61,G2,24.4,0.7875850193708815
61,G2,24.5,0.7881907525022341
61,G2,24.6,0.7887955664912503
61,G2,24.7,0.7893995454982039
61,G2,24.8,0.7900026184403047
61,G2,24.9,0.7906047875541614
61,G2,25.0,0.7912060481598944
62,G1,10.0,0.7936062899406263
62,G1,10.1,0.7943814271277299
62,G1,10.2,0.79515503012176
62,G1,10.3,0.7959270918844317
62,G1,10.4,0.7966976091021801
62,G1,10.5,0.7974665767445275
62,G1,10.6,0.7982339907627193
62,G1,10.7,0.7989998467074326
62,G1,10.8,0.7997641429663903
62,G1,10.9,0.8005268773463085
62,G1,11.0,0.8012880496757183
62,G1,11.1,0.8020476556674816
62,G1,11.2,0.8028056911222664
62,G1,11.3,0.8035621564540424
62,G1,11.4,0.8043170489704449
62,G1,11.5,0.8050703612193084
62,G1,11.6,0.8058220922393466
62,G1,11.7,0.8065722352583974
62,G1,11.8,0.8073207882485272
62,G1,11.9,0.8080677471225107
62,G1,12.0,0.8088131098743495
62,G1,12.1,0.8095568761269609
62,G1,12.2,0.8102990449109864
62,G1,12.3,0.8110396118923594
62,G1,12.4,0.8117785742183269
62,G1,12.5,0.8125159329967973
62,G1,12.6,0.8132516841383087
62,G1,12.7,0.8139858213300145
62,G1,12.8,0.8147183435855931
62,G1,12.9,0.815449244891515
62,G1,13.0,0.81617852245607
62,G1,13.1,0.8169061745548366
62,G1,13.2,0.8176321989680507
62,G1,13.3,0.8183565962039115
62,G1,13.4,0.8190793643042561
62,G1,13.5,0.8198004994442768
62,G1,13.6,0.8205200008434321
62,G1,13.7,0.8212378687614206
62,G1,13.8,0.8219540978822791
62,G1,13.9,0.8226686846479757
62,G1,14.0,0.8233816261828045
62,G1,14.1,0.8240929183694516
62,G1,14.2,0.8248025582327962
62,G1,14.3,0.8255105448314818
62,G1,14.4,0.8262168764877356
62,G1,14.5,0.8269215544544118
62,G1,14.6,0.8276245764123757
62,G1,14.7,0.8283259381380566
62,G1,14.8,0.8290256414773841
62,G1,14.9,0.8297236853005716
62,G1,15.0,0.8304200635335812
62,G1,15.1,0.8311147751710445
62,G1,15.2,0.8318078153790583
62,G1,15.3,0.8324991827533829
62,G1,15.4,0.8331888735823988
62,G1,15.5,0.8338768869250476
62,G1,15.6,0.8345632231126444
62,G1,15.7,0.835247883340922
62,G1,15.8,0.8359308639125994
62,G1,15.9,0.8366121628946567
62,G1,16.0,0.8372917825353517
62,G1,16.1,0.8379697205952608
62,G1,16.2,0.8386459708969171
62,G1,16.3,0.839320534282528
62,G1,16.4,0.839993404948376
62,G1,16.5,0.8406645822395472
62,G1,16.6,0.8413340638440552
62,G1,16.7,0.8420018487654631
62,G1,16.8,0.8426679386679975
62,G1,16.9,0.8433323334587727
62,G1,17.0,0.8439950301617196
62,G1,17.1,0.8446560280469354
62,G1,17.2,0.8453153296795217
62,G1,17.3,0.8459729313533634
62,G1,17.4,0.846628828950859
62,G1,17.5,0.8472830221862058
62,G1,17.6,0.84793550693986
62,G1,17.7,0.8485862813993801
62,G1,17.8,0.8492353455084198
62,G1,17.9,0.8498826982510501
62,G1,18.0,0.8505283419319596
62,G1,18.1,0.8511722760214014
62,G1,18.2,0.8518144973939658
62,G1,18.3,0.85245500789273
62,G1,18.4,0.8530938087769814
62,G1,18.5,0.8537308951908676
62,G1,18.6,0.8543662662632975
62,G1,18.7,0.8549999191336101
62,G1,18.8,0.8556318523266102
62,G1,18.9,0.8562620634832403
62,G1,19.0,0.8568905527694755
62,G1,19.1,0.8575173206581908
62,G1,19.2,0.8581423701102772
62,G1,19.3,0.8587656990910028
62,G1,19.4,0.859387305781139
62,G1,19.5,0.8600071937026359
62,G1,19.6,0.86062536222363
62,G1,19.7,0.8612418063810828
62,G1,19.8,0.8618565276938808
62,G1,19.9,0.8624695214030809
62,G1,20.0,0.8630807883587737
62,G1,20.1,0.8636903261866471
62,G1,20.2,0.8642981349041262
62,G1,20.3,0.8649042168180824
62,G1,20.4,0.8655085741534525
62,G1,20.5,0.8661112045886376
62,G1,20.6,0.8667121079368904
62,G1,20.7,0.8673112881473678
62,G1,20.8,0.8679087432781069
62,G1,20.9,0.8685044693899744
62,G1,21.0,0.8690984680460347
62,G1,21.1,0.8696907353932907
62,G1,21.2,0.8702812713189968
62,G1,21.3,0.8708700757131549
62,G1,21.4,0.8714571486465021
62,G1,21.5,0.8720424933786133
62,G1,21.6,0.8726261108231832
62,G1,21.7,0.873207999298447
62,G1,21.8,0.8737881607700142
62,G1,21.9,0.8743665980070248
62,G1,22.0,0.8749433080758923
62,G1,22.1,0.8755182897466267
62,G1,22.2,0.8760915424972784
62,G1,22.3,0.8766630647155287
62,G1,22.4,0.8772328556727451
62,G1,22.5,0.8778009161390217
62,G1,22.6,0.8783672468649663
62,G1,22.7,0.8789318519920937
62,G1,22.8,0.8794947316646547
62,G1,22.9,0.8800558839235717
62,G1,23.0,0.880615313454389
62,G1,23.1,0.8811730213318482
62,G1,23.2,0.8817290039696951
62,G1,23.3,0.882283262738397
62,G1,23.4,0.8828357950390321
62,G1,23.5,0.8833866020703085
62,G1,23.6,0.8839356820860361
62,G1,23.7,0.884483035952152
62,G1,23.8,0.8850286664794281
62,G1,23.9,0.8855725778012984
62,G1,24.0,0.886114768410206
62,G1,24.1,0.8866552388010518
62,G1,24.2,0.8871939939164166
62,G1,24.3,0.8877310335546945
62,G1,24.4,0.8882663541216442
62,G1,24.5,0.8887999588133744
62,G1,24.6,0.8893318439678235
62,G1,24.7,0.88986201162685
62,G1,24.8,0.8903904610973518
62,G1,24.9,0.8909171934159356
62,G1,25.0,0.8914422126711375
62,G2,10.0,0.6925107703575883
62,G2,10.1,0.693434815295237
62,G2,10.2,0.6943579003317026
62,G2,10.3,0.6952800186656737
62,G2,10.4,0.6962011578957207
62,G2,10.5,0.6971213152969402
62,G2,10.6,0.6980404902630816
62,G2,10.7,0.6989586741254074
62,G2,10.8,0.6998758592493902
62,G2,10.9,0.7007920363963185
62,G2,11.0,0.7017071992803143
62,G2,11.1,0.7026213471741751
62,G2,11.2,0.703534469475405
62,G2,11.3,0.7044465654927735
62,G2,11.4,0.7053576318869678
62,G2,11.5,0.7062676596120627
62,G2,11.6,0.7071766344478527
62,G2,11.7,0.708084560437785
62,G2,11.8,0.7089914328728472
62,G2,11.9,0.7098972426158109
62,G2,12.0,0.7108019843095188
62,G2,12.1,0.7117056452348649
62,G2,12.2,0.712608224598537
62,G2,12.3,0.713509716116069
62,G2,12.4,0.7144101174091334
62,G2,12.5,0.7153094223897093
62,G2,12.6,0.7162076288308529
62,G2,12.7,0.7171047264033928
62,G2,12.8,0.7180007036939173
62,G2,12.9,0.7188955652913612
62,G2,13.0,0.7197893053871414
62,G2,13.1,0.7206819140907211
62,G2,13.2,0.7215733868985799
62,G2,13.3,0.7224637085466278
62,G2,13.4,0.7233528862573702
62,G2,13.5,0.7242409055702511
62,G2,13.6,0.7251277709921786
62,G2,13.7,0.7260134754924715
62,G2,13.8,0.7268980138012548
62,G2,13.9,0.7277813752376863
62,G2,14.0,0.7286635528681992
62,G2,14.1,0.7295445505103093
62,G2,14.2,0.7304243609317164
62,G2,14.3,0.7313029748739718
62,G2,14.4,0.7321803852549716
62,G2,14.5,0.7330565815435939
62,G2,14.6,0.7339315700460953
